"BehaviorSpace results (NetLogo 5.3.1)"
"Paleoscape_v4.2.nlogo"
"experiment1"
"04/06/2017 10:15:31:587 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","779","0","539"
,"6594.42146536512","1088000","11216040","22130400","0","13143600","103966016","0","1544000","27993888","4184700","361800","964700","0.002490272373540856","0.5526640726329443","19046.428","6594.42146536512","1088000","11216040","22130400","0","13143600","103966016","0","1544000","27993888","4184700","361800","964700","0.002490272373540856","0.5526640726329443","14026.106","6594.42146536512","1088000","11216040","22130400","0","13143600","103966016","0","1544000","27993888","4184700","361800","964700","0.002490272373540856","0.5526640726329443","13954.5","6594.42146536512","1088000","11216040","22130400","0","13143600","103966016","0","1544000","27993888","4184700","361800","964700","0.002490272373540856","0.5526640726329443","15618.586","6594.42146536512","1088000","11216040","22130400","0","13143600","103966016","0","1544000","27993888","4184700","361800","964700","0.002490272373540856","0.5526640726329443","14917.174"
,"6535.395597814773","1088000","11238080","22141200","0","13160400","104019160","0","1547900","28010268","4184700","361800","964700","0.00248062015503876","0.5531627906976745","19120.497","6535.395597814773","1088000","11238080","22141200","0","13160400","104019160","0","1547900","28010268","4184700","361800","964700","0.00248062015503876","0.5531627906976745","14084.708","6535.395597814773","1088000","11238080","22141200","0","13160400","104019160","0","1547900","28010268","4184700","361800","964700","0.00248062015503876","0.5531627906976745","14006.052","6535.395597814773","1088000","11238080","22141200","0","13160400","104019160","0","1547900","28010268","4184700","361800","964700","0.00248062015503876","0.5531627906976745","15683.114","6535.395597814773","1088000","11238080","22141200","0","13160400","104019160","0","1547900","28010268","4184700","361800","964700","0.00248062015503876","0.5531627906976745","14977.04"
,"6350.864894511412","1088000","11260120","22159200","0","13171300","104117272","0","1550400","28050048","4184700","361800","964700","0.002471042471042471","0.5536370656370656","19184.621","6350.864894511412","1088000","11260120","22159200","0","13171300","104117272","0","1550400","28050048","4184700","361800","964700","0.002471042471042471","0.5536370656370656","14136.313","6350.864894511412","1088000","11260120","22159200","0","13171300","104117272","0","1550400","28050048","4184700","361800","964700","0.002471042471042471","0.5536370656370656","14054.346","6350.864894511412","1088000","11260120","22159200","0","13171300","104117272","0","1550400","28050048","4184700","361800","964700","0.002471042471042471","0.5536370656370656","15745.629","6350.864894511412","1088000","11260120","22159200","0","13171300","104117272","0","1550400","28050048","4184700","361800","964700","0.002471042471042471","0.5536370656370656","15033.686"
,"6193.934556362265","1088000","11281000","22178400","0","13188300","104226626","0","1554600","28081872","4184700","361800","964700","0.0026153846153846158","0.5540512820512821","19246.41","6193.934556362265","1088000","11281000","22178400","0","13188300","104226626","0","1554600","28081872","4184700","361800","964700","0.0026153846153846158","0.5540512820512821","14194.767","6193.934556362265","1088000","11281000","22178400","0","13188300","104226626","0","1554600","28081872","4184700","361800","964700","0.0026153846153846158","0.5540512820512821","14104.638","6193.934556362265","1088000","11281000","22178400","0","13188300","104226626","0","1554600","28081872","4184700","361800","964700","0.0026153846153846158","0.5540512820512821","15816.773","6193.934556362265","1088000","11281000","22178400","0","13188300","104226626","0","1554600","28081872","4184700","361800","964700","0.0026153846153846158","0.5540512820512821","15086.29"
,"6474.021074171156","1088000","11306520","22191600","0","13206800","104327804","0","1559000","28122588","4184700","361800","964700","0.00260536398467433","0.5543856960408685","19324.074","6474.021074171156","1088000","11306520","22191600","0","13206800","104327804","0","1559000","28122588","4184700","361800","964700","0.00260536398467433","0.5543856960408685","14257.18","6474.021074171156","1088000","11306520","22191600","0","13206800","104327804","0","1559000","28122588","4184700","361800","964700","0.00260536398467433","0.5543856960408685","14160.398","6474.021074171156","1088000","11306520","22191600","0","13206800","104327804","0","1559000","28122588","4184700","361800","964700","0.00260536398467433","0.5543856960408685","15886.281","6474.021074171156","1088000","11306520","22191600","0","13206800","104327804","0","1559000","28122588","4184700","361800","964700","0.00260536398467433","0.5543856960408685","15148.145"
,"6558.414210663815","1088000","11325080","22191600","0","13227900","104451466","0","1564900","28158624","4184700","361800","964700","0.0025954198473282443","0.5547277353689567","19415.22","6558.414210663815","1088000","11325080","22191600","0","13227900","104451466","0","1564900","28158624","4184700","361800","964700","0.0025954198473282443","0.5547277353689567","14322.425","6558.414210663815","1088000","11325080","22191600","0","13227900","104451466","0","1564900","28158624","4184700","361800","964700","0.0025954198473282443","0.5547277353689567","14217.033","6558.414210663815","1088000","11325080","22191600","0","13227900","104451466","0","1564900","28158624","4184700","361800","964700","0.0025954198473282443","0.5547277353689567","15943.496","6558.414210663815","1088000","11325080","22191600","0","13227900","104451466","0","1564900","28158624","4184700","361800","964700","0.0025954198473282443","0.5547277353689567","15229.83"
,"6555.312002211775","1088000","11348280","22206000","0","13249600","104601700","0","1568400","28183428","4184700","361800","964700","0.0027376425855513307","0.5550266159695818","19485.822","6555.312002211775","1088000","11348280","22206000","0","13249600","104601700","0","1568400","28183428","4184700","361800","964700","0.0027376425855513307","0.5550266159695818","14372.16","6555.312002211775","1088000","11348280","22206000","0","13249600","104601700","0","1568400","28183428","4184700","361800","964700","0.0027376425855513307","0.5550266159695818","14278.29","6555.312002211775","1088000","11348280","22206000","0","13249600","104601700","0","1568400","28183428","4184700","361800","964700","0.0027376425855513307","0.5550266159695818","16000.781","6555.312002211775","1088000","11348280","22206000","0","13249600","104601700","0","1568400","28183428","4184700","361800","964700","0.0027376425855513307","0.5550266159695818","15293.079"
,"6908.134656636153","1090000","11371480","22231200","0","13263400","104653822","0","1571400","28220400","4184700","361800","964700","0.002727272727272727","0.5554090909090909","19547.684","6908.134656636153","1090000","11371480","22231200","0","13263400","104653822","0","1571400","28220400","4184700","361800","964700","0.002727272727272727","0.5554090909090909","14427.687","6908.134656636153","1090000","11371480","22231200","0","13263400","104653822","0","1571400","28220400","4184700","361800","964700","0.002727272727272727","0.5554090909090909","14331.725","6908.134656636153","1090000","11371480","22231200","0","13263400","104653822","0","1571400","28220400","4184700","361800","964700","0.002727272727272727","0.5554090909090909","16068.73","6908.134656636153","1090000","11371480","22231200","0","13263400","104653822","0","1571400","28220400","4184700","361800","964700","0.002727272727272727","0.5554090909090909","15344.303"
,"7084.868177979061","1090000","11395840","22248000","0","13283000","104742736","0","1572500","28239588","4293450","362550","975700","0.0027169811320754715","0.5557031446540881","19666.503","7084.868177979061","1090000","11395840","22248000","0","13283000","104742736","0","1572500","28239588","4293450","362550","975700","0.0027169811320754715","0.5557031446540881","14556.76","7084.868177979061","1090000","11395840","22248000","0","13283000","104742736","0","1572500","28239588","4293450","362550","975700","0.0027169811320754715","0.5557031446540881","14456.424","7084.868177979061","1090000","11395840","22248000","0","13283000","104742736","0","1572500","28239588","4293450","362550","975700","0.0027169811320754715","0.5557031446540881","16200.357","7084.868177979061","1090000","11395840","22248000","0","13283000","104742736","0","1572500","28239588","4293450","362550","975700","0.0027169811320754715","0.5557031446540881","15458.928"
,"7359.710290137962","1090000","11426000","22248000","0","13296500","104842892","0","1574100","28272816","4389150","367050","1006500","0.002706766917293233","0.5559749373433583","19739.87","7359.710290137962","1090000","11426000","22248000","0","13296500","104842892","0","1574100","28272816","4389150","367050","1006500","0.002706766917293233","0.5559749373433583","14598.137","7359.710290137962","1090000","11426000","22248000","0","13296500","104842892","0","1574100","28272816","4389150","367050","1006500","0.002706766917293233","0.5559749373433583","14510.114","7359.710290137962","1090000","11426000","22248000","0","13296500","104842892","0","1574100","28272816","4389150","367050","1006500","0.002706766917293233","0.5559749373433583","16252.248","7359.710290137962","1090000","11426000","22248000","0","13296500","104842892","0","1574100","28272816","4389150","367050","1006500","0.002706766917293233","0.5559749373433583","15498.899"
,"7479.2907158318","1092000","11449200","22250400","0","13311100","104910344","0","1575100","28314936","4405100","376650","1009800","0.002696629213483146","0.5562896379525594","19814.63","7479.2907158318","1092000","11449200","22250400","0","13311100","104910344","0","1575100","28314936","4405100","376650","1009800","0.002696629213483146","0.5562896379525594","14634.85","7479.2907158318","1092000","11449200","22250400","0","13311100","104910344","0","1575100","28314936","4405100","376650","1009800","0.002696629213483146","0.5562896379525594","14563.679","7479.2907158318","1092000","11449200","22250400","0","13311100","104910344","0","1575100","28314936","4405100","376650","1009800","0.002696629213483146","0.5562896379525594","16304.77","7479.2907158318","1092000","11449200","22250400","0","13311100","104910344","0","1575100","28314936","4405100","376650","1009800","0.002696629213483146","0.5562896379525594","15542.024"
,"7502.463745519239","1092000","11473560","22250400","0","13325400","104985972","0","1579500","28343952","4435550","379650","1016400","0.0026865671641791043","0.5566417910447762","19888.151","7502.463745519239","1092000","11473560","22250400","0","13325400","104985972","0","1579500","28343952","4435550","379650","1016400","0.0026865671641791043","0.5566417910447762","14670.347","7502.463745519239","1092000","11473560","22250400","0","13325400","104985972","0","1579500","28343952","4435550","379650","1016400","0.0026865671641791043","0.5566417910447762","14607.207","7502.463745519239","1092000","11473560","22250400","0","13325400","104985972","0","1579500","28343952","4435550","379650","1016400","0.0026865671641791043","0.5566417910447762","16349.112","7502.463745519239","1092000","11473560","22250400","0","13325400","104985972","0","1579500","28343952","4435550","379650","1016400","0.0026865671641791043","0.5566417910447762","15585.884"
,"7665.951541127002","1094000","11492120","22272000","0","13344100","105057512","0","1582700","28365480","4447150","382950","1018600","0.0026765799256505576","0.5570210656753407","19952.296","7665.951541127002","1094000","11492120","22272000","0","13344100","105057512","0","1582700","28365480","4447150","382950","1018600","0.0026765799256505576","0.5570210656753407","14712.945","7665.951541127002","1094000","11492120","22272000","0","13344100","105057512","0","1582700","28365480","4447150","382950","1018600","0.0026765799256505576","0.5570210656753407","14646.771","7665.951541127002","1094000","11492120","22272000","0","13344100","105057512","0","1582700","28365480","4447150","382950","1018600","0.0026765799256505576","0.5570210656753407","16396.475","7665.951541127002","1094000","11492120","22272000","0","13344100","105057512","0","1582700","28365480","4447150","382950","1018600","0.0026765799256505576","0.5570210656753407","15633.482"
,"7588.856404510028","1094000","11517640","22318800","0","13364400","105200592","0","1585300","28401984","4447150","384750","1018600","0.0026666666666666666","0.557362962962963","20014.614","7588.856404510028","1094000","11517640","22318800","0","13364400","105200592","0","1585300","28401984","4447150","384750","1018600","0.0026666666666666666","0.557362962962963","14762.697","7588.856404510028","1094000","11517640","22318800","0","13364400","105200592","0","1585300","28401984","4447150","384750","1018600","0.0026666666666666666","0.557362962962963","14684.161","7588.856404510028","1094000","11517640","22318800","0","13364400","105200592","0","1585300","28401984","4447150","384750","1018600","0.0026666666666666666","0.557362962962963","16439.829","7588.856404510028","1094000","11517640","22318800","0","13364400","105200592","0","1585300","28401984","4447150","384750","1018600","0.0026666666666666666","0.557362962962963","15687.741"
,"7328.993178496968","1096000","11537360","22335600","0","13384200","105262934","0","1587500","28424916","4447150","384750","1018600","0.0026568265682656825","0.5576777367773678","20085.757","7328.993178496968","1096000","11537360","22335600","0","13384200","105262934","0","1587500","28424916","4447150","384750","1018600","0.0026568265682656825","0.5576777367773678","14812.073","7328.993178496968","1096000","11537360","22335600","0","13384200","105262934","0","1587500","28424916","4447150","384750","1018600","0.0026568265682656825","0.5576777367773678","14735.643","7328.993178496968","1096000","11537360","22335600","0","13384200","105262934","0","1587500","28424916","4447150","384750","1018600","0.0026568265682656825","0.5576777367773678","16497.262","7328.993178496968","1096000","11537360","22335600","0","13384200","105262934","0","1587500","28424916","4447150","384750","1018600","0.0026568265682656825","0.5576777367773678","15747.676"
,"6924.736448547964","1096000","11559400","22354800","0","13399000","105399882","0","1589200","28450656","4447150","384750","1018600","0.0027941176470588237","0.5580980392156862","20153.623","6924.736448547964","1096000","11559400","22354800","0","13399000","105399882","0","1589200","28450656","4447150","384750","1018600","0.0027941176470588237","0.5580980392156862","14860.359","6924.736448547964","1096000","11559400","22354800","0","13399000","105399882","0","1589200","28450656","4447150","384750","1018600","0.0027941176470588237","0.5580980392156862","14787.636","6924.736448547964","1096000","11559400","22354800","0","13399000","105399882","0","1589200","28450656","4447150","384750","1018600","0.0027941176470588237","0.5580980392156862","16549.016","6924.736448547964","1096000","11559400","22354800","0","13399000","105399882","0","1589200","28450656","4447150","384750","1018600","0.0027941176470588237","0.5580980392156862","15816.136"
,"6769.8464055779195","1096000","11582600","22376400","0","13414200","105457114","0","1590200","28485756","4447150","384750","1018600","0.002783882783882784","0.5584761904761905","20235.555","6769.8464055779195","1096000","11582600","22376400","0","13414200","105457114","0","1590200","28485756","4447150","384750","1018600","0.002783882783882784","0.5584761904761905","14905.958","6769.8464055779195","1096000","11582600","22376400","0","13414200","105457114","0","1590200","28485756","4447150","384750","1018600","0.002783882783882784","0.5584761904761905","14836.69","6769.8464055779195","1096000","11582600","22376400","0","13414200","105457114","0","1590200","28485756","4447150","384750","1018600","0.002783882783882784","0.5584761904761905","16612.589","6769.8464055779195","1096000","11582600","22376400","0","13414200","105457114","0","1590200","28485756","4447150","384750","1018600","0.002783882783882784","0.5584761904761905","15882.154"
,"6906.233206712803","1096000","11601160","22395600","0","13430400","105601216","0","1591900","28525536","4447150","384750","1018600","0.0027737226277372265","0.5587688564476886","20333.369","6906.233206712803","1096000","11601160","22395600","0","13430400","105601216","0","1591900","28525536","4447150","384750","1018600","0.0027737226277372265","0.5587688564476886","14957.148","6906.233206712803","1096000","11601160","22395600","0","13430400","105601216","0","1591900","28525536","4447150","384750","1018600","0.0027737226277372265","0.5587688564476886","14882.152","6906.233206712803","1096000","11601160","22395600","0","13430400","105601216","0","1591900","28525536","4447150","384750","1018600","0.0027737226277372265","0.5587688564476886","16674.791","6906.233206712803","1096000","11601160","22395600","0","13430400","105601216","0","1591900","28525536","4447150","384750","1018600","0.0027737226277372265","0.5587688564476886","15935.192"
,"6694.461304868918","1096000","11624360","22425600","0","13450300","105691152","0","1593900","28558296","4447150","384750","1018600","0.0027636363636363635","0.5590836363636363","20393.138","6694.461304868918","1096000","11624360","22425600","0","13450300","105691152","0","1593900","28558296","4447150","384750","1018600","0.0027636363636363635","0.5590836363636363","15000.052","6694.461304868918","1096000","11624360","22425600","0","13450300","105691152","0","1593900","28558296","4447150","384750","1018600","0.0027636363636363635","0.5590836363636363","14927.536","6694.461304868918","1096000","11624360","22425600","0","13450300","105691152","0","1593900","28558296","4447150","384750","1018600","0.0027636363636363635","0.5590836363636363","16740.583","6694.461304868918","1096000","11624360","22425600","0","13450300","105691152","0","1593900","28558296","4447150","384750","1018600","0.0027636363636363635","0.5590836363636363","15988.317"
,"6760.544497622645","1096000","11645240","22444800","0","13469200","105755538","0","1599500","28580292","4450050","384750","1018600","0.002898550724637681","0.5595024154589372","20448.795","6760.544497622645","1096000","11645240","22444800","0","13469200","105755538","0","1599500","28580292","4450050","384750","1018600","0.002898550724637681","0.5595024154589372","15056.284","6760.544497622645","1096000","11645240","22444800","0","13469200","105755538","0","1599500","28580292","4450050","384750","1018600","0.002898550724637681","0.5595024154589372","14979.543","6760.544497622645","1096000","11645240","22444800","0","13469200","105755538","0","1599500","28580292","4450050","384750","1018600","0.002898550724637681","0.5595024154589372","16802.015","6760.544497622645","1096000","11645240","22444800","0","13469200","105755538","0","1599500","28580292","4450050","384750","1018600","0.002898550724637681","0.5595024154589372","16052.649"
,"6916.96944829835","1096000","11669600","22464000","0","13487400","105841386","0","1602900","28635048","4450050","384750","1018600","0.0028880866425992783","0.5597448856799037","20508.728","6916.96944829835","1096000","11669600","22464000","0","13487400","105841386","0","1602900","28635048","4450050","384750","1018600","0.0028880866425992783","0.5597448856799037","15107.853","6916.96944829835","1096000","11669600","22464000","0","13487400","105841386","0","1602900","28635048","4450050","384750","1018600","0.0028880866425992783","0.5597448856799037","15040.421","6916.96944829835","1096000","11669600","22464000","0","13487400","105841386","0","1602900","28635048","4450050","384750","1018600","0.0028880866425992783","0.5597448856799037","16872.941","6916.96944829835","1096000","11669600","22464000","0","13487400","105841386","0","1602900","28635048","4450050","384750","1018600","0.0028880866425992783","0.5597448856799037","16112.513"
,"6764.791103113141","1100000","11685840","22470000","0","13503400","105893508","0","1604200","28658448","4450050","384750","1018600","0.0028776978417266188","0.5601486810551558","20564.78","6764.791103113141","1100000","11685840","22470000","0","13503400","105893508","0","1604200","28658448","4450050","384750","1018600","0.0028776978417266188","0.5601486810551558","15174.289","6764.791103113141","1100000","11685840","22470000","0","13503400","105893508","0","1604200","28658448","4450050","384750","1018600","0.0028776978417266188","0.5601486810551558","15083.53","6764.791103113141","1100000","11685840","22470000","0","13503400","105893508","0","1604200","28658448","4450050","384750","1018600","0.0028776978417266188","0.5601486810551558","16946.332","6764.791103113141","1100000","11685840","22470000","0","13503400","105893508","0","1604200","28658448","4450050","384750","1018600","0.0028776978417266188","0.5601486810551558","16172.036"
,"7293.218266380611","1100000","11706720","22500000","0","13519200","105983444","0","1606100","28698228","4450050","384750","1018600","0.002867383512544803","0.560415770609319","20638.64","7293.218266380611","1100000","11706720","22500000","0","13519200","105983444","0","1606100","28698228","4450050","384750","1018600","0.002867383512544803","0.560415770609319","15242.693","7293.218266380611","1100000","11706720","22500000","0","13519200","105983444","0","1606100","28698228","4450050","384750","1018600","0.002867383512544803","0.560415770609319","15134.209","7293.218266380611","1100000","11706720","22500000","0","13519200","105983444","0","1606100","28698228","4450050","384750","1018600","0.002867383512544803","0.560415770609319","17019.458","7293.218266380611","1100000","11706720","22500000","0","13519200","105983444","0","1606100","28698228","4450050","384750","1018600","0.002867383512544803","0.560415770609319","16216.848"
,"7117.175723546088","1100000","11731080","22515600","0","13536100","106063160","0","1607600","28722096","4558800","385350","1029600","0.002857142857142857","0.560695238095238","20772.519","7117.175723546088","1100000","11731080","22515600","0","13536100","106063160","0","1607600","28722096","4558800","385350","1029600","0.002857142857142857","0.560695238095238","15361.263","7117.175723546088","1100000","11731080","22515600","0","13536100","106063160","0","1607600","28722096","4558800","385350","1029600","0.002857142857142857","0.560695238095238","15292.904","7117.175723546088","1100000","11731080","22515600","0","13536100","106063160","0","1607600","28722096","4558800","385350","1029600","0.002857142857142857","0.560695238095238","17127.302","7117.175723546088","1100000","11731080","22515600","0","13536100","106063160","0","1607600","28722096","4558800","385350","1029600","0.002857142857142857","0.560695238095238","16319.228"
,"7230.214318390689","1100000","11748480","22516800","0","13547100","106156162","0","1612400","28757664","4657400","389250","1050500","0.0028469750889679717","0.5610011862396204","20828.482","7230.214318390689","1100000","11748480","22516800","0","13547100","106156162","0","1612400","28757664","4657400","389250","1050500","0.0028469750889679717","0.5610011862396204","15411.526","7230.214318390689","1100000","11748480","22516800","0","13547100","106156162","0","1612400","28757664","4657400","389250","1050500","0.0028469750889679717","0.5610011862396204","15338.202","7230.214318390689","1100000","11748480","22516800","0","13547100","106156162","0","1612400","28757664","4657400","389250","1050500","0.0028469750889679717","0.5610011862396204","17177.544","7230.214318390689","1100000","11748480","22516800","0","13547100","106156162","0","1612400","28757664","4657400","389250","1050500","0.0028469750889679717","0.5610011862396204","16364.876"
,"7527.6443435952815","1100000","11771680","22533600","0","13566700","106235878","0","1614600","28778724","4666100","396600","1075800","0.0028368794326241137","0.5612529550827423","20901.477","7527.6443435952815","1100000","11771680","22533600","0","13566700","106235878","0","1614600","28778724","4666100","396600","1075800","0.0028368794326241137","0.5612529550827423","15458.578","7527.6443435952815","1100000","11771680","22533600","0","13566700","106235878","0","1614600","28778724","4666100","396600","1075800","0.0028368794326241137","0.5612529550827423","15382.867","7527.6443435952815","1100000","11771680","22533600","0","13566700","106235878","0","1614600","28778724","4666100","396600","1075800","0.0028368794326241137","0.5612529550827423","17220.92","7527.6443435952815","1100000","11771680","22533600","0","13566700","106235878","0","1614600","28778724","4666100","396600","1075800","0.0028368794326241137","0.5612529550827423","16405.371"
,"7456.940936120518","1100000","11796040","22548000","0","13581800","106358518","0","1616600","28796508","4677700","403200","1076900","0.002826855123674912","0.5614888103651354","20984.043","7456.940936120518","1100000","11796040","22548000","0","13581800","106358518","0","1616600","28796508","4677700","403200","1076900","0.002826855123674912","0.5614888103651354","15498.285","7456.940936120518","1100000","11796040","22548000","0","13581800","106358518","0","1616600","28796508","4677700","403200","1076900","0.002826855123674912","0.5614888103651354","15435.161","7456.940936120518","1100000","11796040","22548000","0","13581800","106358518","0","1616600","28796508","4677700","403200","1076900","0.002826855123674912","0.5614888103651354","17268.538","7456.940936120518","1100000","11796040","22548000","0","13581800","106358518","0","1616600","28796508","4677700","403200","1076900","0.002826855123674912","0.5614888103651354","16448.242"
,"7562.189929012122","1100000","11820400","22561200","0","13599900","106498532","0","1618600","28827396","4692200","405300","1076900","0.0028169014084507044","0.5618028169014084","21051.869","7562.189929012122","1100000","11820400","22561200","0","13599900","106498532","0","1618600","28827396","4692200","405300","1076900","0.0028169014084507044","0.5618028169014084","15540.399","7562.189929012122","1100000","11820400","22561200","0","13599900","106498532","0","1618600","28827396","4692200","405300","1076900","0.0028169014084507044","0.5618028169014084","15475.111","7562.189929012122","1100000","11820400","22561200","0","13599900","106498532","0","1618600","28827396","4692200","405300","1076900","0.0028169014084507044","0.5618028169014084","17314.483","7562.189929012122","1100000","11820400","22561200","0","13599900","106498532","0","1618600","28827396","4692200","405300","1076900","0.0028169014084507044","0.5618028169014084","16498.431"
,"7651.316969422377","1100000","11843600","22606800","0","13622800","106567006","0","1620900","28863432","4695100","406950","1076900","0.0028070175438596493","0.5622081871345029","21156.14","7651.316969422377","1100000","11843600","22606800","0","13622800","106567006","0","1620900","28863432","4695100","406950","1076900","0.0028070175438596493","0.5622081871345029","15584.914","7651.316969422377","1100000","11843600","22606800","0","13622800","106567006","0","1620900","28863432","4695100","406950","1076900","0.0028070175438596493","0.5622081871345029","15512.441","7651.316969422377","1100000","11843600","22606800","0","13622800","106567006","0","1620900","28863432","4695100","406950","1076900","0.0028070175438596493","0.5622081871345029","17361.063","7651.316969422377","1100000","11843600","22606800","0","13622800","106567006","0","1620900","28863432","4695100","406950","1076900","0.0028070175438596493","0.5622081871345029","16549.742"
,"7806.947865484558","1100000","11865640","22627200","0","13638400","106666140","0","1627200","28899936","4695100","407400","1076900","0.002797202797202797","0.5624988344988344","21237.263","7806.947865484558","1100000","11865640","22627200","0","13638400","106666140","0","1627200","28899936","4695100","407400","1076900","0.002797202797202797","0.5624988344988344","15630.284","7806.947865484558","1100000","11865640","22627200","0","13638400","106666140","0","1627200","28899936","4695100","407400","1076900","0.002797202797202797","0.5624988344988344","15552.085","7806.947865484558","1100000","11865640","22627200","0","13638400","106666140","0","1627200","28899936","4695100","407400","1076900","0.002797202797202797","0.5624988344988344","17413.453","7806.947865484558","1100000","11865640","22627200","0","13638400","106666140","0","1627200","28899936","4695100","407400","1076900","0.002797202797202797","0.5624988344988344","16614.453"
,"8293.121180302565","1100000","11886520","22633200","0","13645200","106776516","0","1630100","28929888","4696550","407400","1076900","0.0027874564459930314","0.5627828106852497","21309.427","8293.121180302565","1100000","11886520","22633200","0","13645200","106776516","0","1630100","28929888","4696550","407400","1076900","0.0027874564459930314","0.5627828106852497","15683.189","8293.121180302565","1100000","11886520","22633200","0","13645200","106776516","0","1630100","28929888","4696550","407400","1076900","0.0027874564459930314","0.5627828106852497","15596.616","8293.121180302565","1100000","11886520","22633200","0","13645200","106776516","0","1630100","28929888","4696550","407400","1076900","0.0027874564459930314","0.5627828106852497","17473.717","8293.121180302565","1100000","11886520","22633200","0","13645200","106776516","0","1630100","28929888","4696550","407400","1076900","0.0027874564459930314","0.5627828106852497","16669.763"
,"8070.525713004888","1100000","11906240","22654800","0","13658100","106864408","0","1632900","28964520","4696550","407400","1076900","0.002777777777777778","0.5631574074074074","21370.216","8070.525713004888","1100000","11906240","22654800","0","13658100","106864408","0","1632900","28964520","4696550","407400","1076900","0.002777777777777778","0.5631574074074074","15742.805","8070.525713004888","1100000","11906240","22654800","0","13658100","106864408","0","1632900","28964520","4696550","407400","1076900","0.002777777777777778","0.5631574074074074","15648.463","8070.525713004888","1100000","11906240","22654800","0","13658100","106864408","0","1632900","28964520","4696550","407400","1076900","0.002777777777777778","0.5631574074074074","17537.559","8070.525713004888","1100000","11906240","22654800","0","13658100","106864408","0","1632900","28964520","4696550","407400","1076900","0.002777777777777778","0.5631574074074074","16730.023"
,"8158.460981693964","1100000","11930600","22693200","0","13670900","106972740","0","1637400","28988388","4696550","407400","1076900","0.0027681660899653983","0.5634602076124567","21421.366","8158.460981693964","1100000","11930600","22693200","0","13670900","106972740","0","1637400","28988388","4696550","407400","1076900","0.0027681660899653983","0.5634602076124567","15799.161","8158.460981693964","1100000","11930600","22693200","0","13670900","106972740","0","1637400","28988388","4696550","407400","1076900","0.0027681660899653983","0.5634602076124567","15699.083","8158.460981693964","1100000","11930600","22693200","0","13670900","106972740","0","1637400","28988388","4696550","407400","1076900","0.0027681660899653983","0.5634602076124567","17608.249","8158.460981693964","1100000","11930600","22693200","0","13670900","106972740","0","1637400","28988388","4696550","407400","1076900","0.0027681660899653983","0.5634602076124567","16789.578"
,"8104.756149147651","1100000","11948000","22711200","0","13686900","107034060","0","1640200","29009916","4696550","407400","1076900","0.0027586206896551726","0.5638252873563219","21479.353","8104.756149147651","1100000","11948000","22711200","0","13686900","107034060","0","1640200","29009916","4696550","407400","1076900","0.0027586206896551726","0.5638252873563219","15860.972","8104.756149147651","1100000","11948000","22711200","0","13686900","107034060","0","1640200","29009916","4696550","407400","1076900","0.0027586206896551726","0.5638252873563219","15750.013","8104.756149147651","1100000","11948000","22711200","0","13686900","107034060","0","1640200","29009916","4696550","407400","1076900","0.0027586206896551726","0.5638252873563219","17674.567","8104.756149147651","1100000","11948000","22711200","0","13686900","107034060","0","1640200","29009916","4696550","407400","1076900","0.0027586206896551726","0.5638252873563219","16858.973"
,"8034.427282656056","1100000","11968880","22711200","0","13702200","107074940","0","1642200","29031444","4696550","407400","1076900","0.0027491408934707906","0.5641282932416953","21554.314","8034.427282656056","1100000","11968880","22711200","0","13702200","107074940","0","1642200","29031444","4696550","407400","1076900","0.0027491408934707906","0.5641282932416953","15912.102","8034.427282656056","1100000","11968880","22711200","0","13702200","107074940","0","1642200","29031444","4696550","407400","1076900","0.0027491408934707906","0.5641282932416953","15811.493","8034.427282656056","1100000","11968880","22711200","0","13702200","107074940","0","1642200","29031444","4696550","407400","1076900","0.0027491408934707906","0.5641282932416953","17737.926","8034.427282656056","1100000","11968880","22711200","0","13702200","107074940","0","1642200","29031444","4696550","407400","1076900","0.0027491408934707906","0.5641282932416953","16919.601"
,"7907.1625499527945","1100000","11989760","22716000","0","13719800","107134216","0","1645800","29065140","4696550","407400","1076900","0.0027397260273972603","0.5645159817351598","21636.84","7907.1625499527945","1100000","11989760","22716000","0","13719800","107134216","0","1645800","29065140","4696550","407400","1076900","0.0027397260273972603","0.5645159817351598","15965.152","7907.1625499527945","1100000","11989760","22716000","0","13719800","107134216","0","1645800","29065140","4696550","407400","1076900","0.0027397260273972603","0.5645159817351598","15871.102","7907.1625499527945","1100000","11989760","22716000","0","13719800","107134216","0","1645800","29065140","4696550","407400","1076900","0.0027397260273972603","0.5645159817351598","17805.138","7907.1625499527945","1100000","11989760","22716000","0","13719800","107134216","0","1645800","29065140","4696550","407400","1076900","0.0027397260273972603","0.5645159817351598","16989.113"
,"8025.802028321026","1100000","12007160","22717200","0","13738200","107229262","0","1649200","29095092","4696550","407400","1076900","0.0027303754266211604","0.5648100113765643","21713.153","8025.802028321026","1100000","12007160","22717200","0","13738200","107229262","0","1649200","29095092","4696550","407400","1076900","0.0027303754266211604","0.5648100113765643","16017.16","8025.802028321026","1100000","12007160","22717200","0","13738200","107229262","0","1649200","29095092","4696550","407400","1076900","0.0027303754266211604","0.5648100113765643","15923.428","8025.802028321026","1100000","12007160","22717200","0","13738200","107229262","0","1649200","29095092","4696550","407400","1076900","0.0027303754266211604","0.5648100113765643","17860.666","8025.802028321026","1100000","12007160","22717200","0","13738200","107229262","0","1649200","29095092","4696550","407400","1076900","0.0027303754266211604","0.5648100113765643","17047.914"
